,Principal component 0,Principal component 1,Principal component 2,Principal component 3,Principal component 4,Principal component 5,Principal component 6,Principal component 7,Principal component 8,Principal component 9,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11
LPC Overall Standard Deviation 8,0.9370008590973877,-0.24670558437500065,0.0801183272188212,0.01074298093222358,-0.05791253410744257,0.04120308730926204,0.0017900450712381357,-0.03168932698775848,-0.09242235768382193,-0.01415611768174058,0.6062283837278368,0.6978313733791959,0.5495494126913109,0.6202519136966524,0.7467099610222233,0.7474722031974104,0.25340608706542345,0.6717832686476243,0.5509394375048543,0.7882499716946187,0.9056284548999176,0.8798824549687045,0.900414363696543,0.8612562832560727,0.8793743195822382,0.884048059924877,0.9136040967317225,0.9063473133587566,0.907682703186803,0.9043344948923324,0.9084258531933871,0.6224023952677262,0.8115469627796379,0.9446679321278109,0.9500881773661652,0.9650061289882272,0.9674524286536577,0.9777372893482018,1.0,0.9815382843082405,,0.7592219215487013,0.6863625184533215,0.7799787678905045,0.7535441571607838,0.7567026350493904,0.8736032375041649,0.8728104239614799,0.6170906804831091,0.9158764951693786,0.7176922809944419,0.7210721639881131,0.7350928158174045,0.9097045590862736,0.9164126914500567,0.06696562643262463,-0.43461629265460794,-0.6971439587339011,-0.6927467957085354,-0.5682369035138534,-0.7252808977362178,-0.18894501068713773,-0.6003705858832016,-0.042518943439564534,-0.5770077110203436,-0.3230806805004794,-0.4413830563725718,-0.8918609643998016,0.885251683890054,-0.5072184269992636,0.740877953561146,0.8228015675727279,0.299116183655359,0.0789736892723143,0.7402553529844711,0.7920444080673127,,0.7536131681870817,0.9310358874901153,0.9119821215170825,0.8424137419392841,0.858452561831246,0.7081769552982364,0.7545454440694763,0.7525640837366334,0.7415504110320976,0.7327024604432731,0.7231352251165536,0.7445537775146949,0.7291066100204056,0.7339909952548299,0.7475253902246312,0.7360282202974743,0.7109806611654457
LPC Overall Standard Deviation 9,0.950404056255115,-0.1879888982525161,0.05683726471559597,-0.004882815882582887,-0.07207596536696298,0.024044208612528,0.015316732308267082,0.019102663096294888,-0.09513611274208239,-0.006617343502196979,0.6292644060273638,0.711622293584964,0.5272297293807393,0.6714885820759531,0.7264313568552029,0.7272723042898956,0.29073605246768314,0.6943192939243077,0.606784478209568,0.7846442202753292,0.9096326229516493,0.9068370462395549,0.8999387532950066,0.8765470330654191,0.8867125465782738,0.8875325745298072,0.9086082372696368,0.8980968650457096,0.900275192325718,0.8947163136011009,0.8996248056141949,0.671280547532417,0.8452142642510544,0.9465717341908707,0.9493917379244008,0.9621338948214598,0.9661623865623872,0.9670994062014402,0.9815382843082405,1.0,,0.7340752366040634,0.7165095041014401,0.8021343605503415,0.7824326883250401,0.7857274209248026,0.8674213939273221,0.8647779819888063,0.5891817429034011,0.8970311123016681,0.6869685622981869,0.6900141974627815,0.7497951151226231,0.8958066315338729,0.8972441989937034,0.0766287328010018,-0.42693989564758583,-0.6761323074178289,-0.6736861840431667,-0.5493145242822426,-0.6862251487637582,-0.16899851823263193,-0.5615169168645415,-0.04612673527192889,-0.5739943728231239,-0.3170094553299568,-0.4014528862861662,-0.8733678699155896,0.8695958092404096,-0.4654916626733088,0.7055913594864174,0.7817695863622743,0.2857574175672385,0.09007873171308745,0.723731864939308,0.7769109651480752,,0.7176227793522053,0.9166209106583234,0.8978715743503097,0.8346263895677589,0.8518707582419424,0.709327383918885,0.754250147100486,0.7527871428477685,0.7512287779050638,0.7451171966241755,0.7320805641403203,0.7435306645414997,0.7289359467974043,0.7371984191232543,0.7449822962011311,0.7364428994928528,0.7133805282146071
LPC Overall Standard Deviation 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method of Moments Overall Standard Deviation 1,0.6511198571237707,-0.5981386874949599,0.13171708692473771,0.13337756544918147,-0.0816537912386952,0.13559195915430192,0.18678624122122145,0.09096871249696264,0.1007408611180631,-0.08210093021773282,0.2833361644937865,0.3914582530813826,0.7978148773501069,0.1984340820154233,0.958561312641437,0.9636260068051022,-0.1085875481094332,0.38783779904258064,0.1281808919020505,0.5347817201764531,0.6636135574262542,0.6553648212352658,0.7084552375965311,0.617353642054554,0.705244375532907,0.7003644276076225,0.7272710009624154,0.7346030020102073,0.8306398468160183,0.7673830806114776,0.7752601688457632,0.2408435055126645,0.5002699570434153,0.7197879119438473,0.739192544148493,0.7671997857183761,0.7628854488970567,0.7567982828113187,0.7592219215487013,0.7340752366040634,,1.0,0.3034848507479296,0.4020565964980769,0.41888669110500104,0.39304928533800226,0.71169773346277,0.7178579587587155,0.8697394117247587,0.8733899155857129,0.9187813294950147,0.9238868952037929,0.38430613353950077,0.8278091084909378,0.878466478269133,0.057315446490073835,-0.4799778580574156,-0.7215900699939912,-0.7755170823119223,-0.4554772289275832,-0.641350557353532,0.005501981996407733,-0.5866440229537293,-0.07690476162084574,-0.6648835038022667,-0.43632402825175465,-0.42541263115664874,-0.8623817790595664,0.8729777172480736,-0.6348251737179736,0.6212234269327142,0.8287520917657626,0.23133726365321497,0.17593408396811955,0.8053047380501211,0.8194970327003843,,0.966249660531631,0.8122094754656661,0.794857747758092,0.7973189496572151,0.7789775598660073,0.5252736611795729,0.620994021393227,0.6204091610003698,0.5719167876544575,0.5205819184144326,0.5032994860720009,0.5675625077348553,0.5616724697331269,0.5556883080316878,0.5914931622614772,0.553749114345578,0.5013339744598807
Method of Moments Overall Standard Deviation 2,0.8194020239291978,0.4452521312882462,0.3482419173653014,-0.026384615178891874,0.007494949375363672,0.014225761832092097,-0.029918094944577697,0.0042575520952219,0.01293945772885624,0.0261505336492824,0.9645900251528415,0.9671162943379925,0.20090965875873718,0.8020312598408537,0.2997780103668966,0.3011884931200025,0.5802157484572549,0.9352747598546157,0.7960272937807576,0.6842169327858773,0.604740616910972,0.6256951629457893,0.579251717056702,0.6356887828594364,0.6024781242145554,0.5842689459346566,0.5980119906201108,0.5918645051506523,0.5610297908082407,0.5737918609674477,0.5757315604392464,0.7368334962480465,0.7667144599133453,0.7136968271381894,0.7142191248105045,0.7075119701841779,0.7079557646758083,0.6882537151867019,0.6863625184533215,0.7165095041014401,,0.3034848507479296,1.0,0.9225887198039728,0.7832085898752302,0.8300007522053945,0.7571416814389157,0.756480798279031,0.21211783797262918,0.4810035125319626,0.2513624137961123,0.2527253888514781,0.7581935387172462,0.6420488117626522,0.4907307309724552,0.04050867782956782,-0.07075216718551115,-0.22564654266773085,-0.30452854668265206,-0.2269847011609107,-0.3069532481965348,-0.19966501709604495,-0.25278278706126805,-0.022633307835647758,-0.17588405018649833,-0.22320105518795702,-0.29630116496604175,-0.41790029062951145,0.41589457148268477,-0.09251910353784071,0.32194578351671294,0.3380492022270892,0.33089444369109844,0.07602035094358295,0.31811420960694364,0.28073505881266475,,0.2606998678940294,0.6796367703093117,0.6595671247395237,0.4695630839009897,0.5974828885996964,0.46050462059095004,0.45219572713057044,0.4906781719040487,0.5289259901992805,0.5451377814275276,0.5552268112293457,0.5453187698025692,0.5370122253173502,0.5487105673273749,0.5362900866032518,0.5376343402481129,0.508249737097435
Method of Moments Overall Standard Deviation 3,0.906712233182914,0.32062279322622816,0.07185405305285977,0.05338809961593312,0.10236722174950802,0.07245120741321988,-0.004822140790115054,-0.016489756257791345,0.03736783760438862,0.173368330422141,0.8088119523754801,0.8582197294344964,0.310934256739055,0.8520246782955666,0.4178433876045299,0.41799507627884813,0.5796323517624141,0.784065538845128,0.8280516709437077,0.776530171176083,0.733077977883408,0.7398886427235458,0.7022631350763083,0.7569459094671547,0.7384969355312354,0.7262894573483738,0.7415478623122672,0.7352204420983626,0.7032366690765146,0.7121621361079724,0.7142658063702907,0.8445455582886043,0.8663354151201306,0.8369016950380392,0.8002336813414049,0.8051256551029335,0.788883997068795,0.7706016144344527,0.7799787678905045,0.8021343605503415,,0.4020565964980769,0.9225887198039728,1.0,0.9446705388996441,0.9698073463826985,0.7404324375750763,0.7456811962784863,0.3210273254920737,0.6170001139582053,0.37131143180559084,0.3721937772144198,0.828838630790159,0.6630473659061783,0.6242502227967882,0.22462515169962277,-0.0933997341695777,-0.30233174960021064,-0.3989094284660106,-0.30836711358332763,-0.42638672029048147,-0.24123690011894205,-0.3282700248486198,-0.01923227977651528,-0.25679716473216385,-0.30300787254953016,-0.3856755990557839,-0.5872716502600375,0.5466689360939603,-0.060394964755057054,0.3934212810511875,0.4617920432191226,0.4180395999592297,0.15329681505163018,0.42500698033941325,0.39748448585891516,,0.370298493662877,0.7399020589855596,0.7786093271537626,0.6715939581311527,0.7543066805624369,0.6190093575783834,0.5914618438793566,0.6147930192726727,0.6494820588219626,0.6690124841036171,0.6734661026066571,0.673730480590233,0.6724671641086108,0.6987795445295317,0.6864621980621771,0.6831802475050208,0.6640521657334373
Method of Moments Overall Standard Deviation 4,0.8983990525163309,0.2390539938255229,-0.1795391917222401,0.06165853345691525,0.14800369928193985,0.03401522361324793,0.050895184844551127,-0.02260733496241412,0.06650134105805945,0.21755965818013226,0.6345055082196488,0.6878908556196754,0.3390907989879219,0.8596475631243721,0.4509851508925304,0.4500239504712028,0.5470161472541979,0.6306240861495769,0.8243310845899463,0.8033176967442115,0.776669568577489,0.7852490068077449,0.7382514366904929,0.7932397772641405,0.784143741855719,0.7730186285684929,0.7835306464519711,0.7710091348158024,0.7433613289577579,0.7504301697037314,0.755768076860701,0.9056207241238703,0.9034105143472646,0.8555125452723447,0.7965585811534708,0.7969113456270103,0.771028034176078,0.7370605385973694,0.7535441571607838,0.7824326883250401,,0.41888669110500104,0.7832085898752302,0.9446705388996441,1.0,0.9908315481833464,0.6446379035296013,0.6444112982157736,0.343041783769395,0.6422753054999274,0.39233703302488077,0.39248049900968074,0.8014410382946097,0.6052618250206127,0.6456869928853662,0.35743113401862425,-0.10834349768812614,-0.33233006415994226,-0.421407225334502,-0.3465828389183264,-0.45486300258324597,-0.28571924062829357,-0.334849025019143,-0.009381602727076856,-0.2689994477039108,-0.30229697315547255,-0.37842964163318105,-0.6395885233774511,0.5824989289616261,0.017377152453496116,0.40478530900032866,0.4848402400900231,0.42917268603093084,0.20417479833186444,0.4663479385993066,0.43773015839260354,,0.38172580547994067,0.6884919720556748,0.7610865432849171,0.7406743350323208,0.7846728017795984,0.6502682520783953,0.6216985197817608,0.6454089845283447,0.6796270998413003,0.6983435995143449,0.6929966464207183,0.6910943935681236,0.6914363274372466,0.7246698459332024,0.7111335764145674,0.7036041331464798,0.6896179660402967
Method of Moments Overall Standard Deviation 5,0.9037337930364722,0.2868224603329538,-0.12971625541046286,0.05937169447358982,0.10710778576601013,0.037887975733153216,0.01767957124392278,-0.02812602517951966,0.065636490859416,0.21177293526879545,0.6852625515925977,0.7364160173276878,0.3130351313975475,0.8801949118691433,0.4161753155119601,0.4156380675720916,0.5790813332238427,0.6694935323748349,0.8505771876254491,0.8092117211081687,0.7667533147688055,0.7765668449968046,0.7280164660522123,0.7824436444271479,0.7701464218885539,0.7640397912037369,0.76768778929489,0.7532357907279338,0.7240676356888082,0.72795833181581,0.7335293251770463,0.9028444502139129,0.8954394187168234,0.8515628844340777,0.7982683581114146,0.7969542532910644,0.7726375370470693,0.7430208519986167,0.7567026350493904,0.7857274209248026,,0.39304928533800226,0.8300007522053945,0.9698073463826985,0.9908315481833464,1.0,0.6600658296393072,0.6608798837792882,0.3171566396866804,0.6236853460808682,0.36063263179691335,0.3611554214910233,0.8216775460525154,0.6054789235751917,0.627812600712884,0.3233246565715,-0.08861255502541594,-0.30781056996599154,-0.40137103341975444,-0.32761518611561236,-0.43396209740600666,-0.2721315103140991,-0.338620418231577,-0.0364718827588041,-0.2753759137895061,-0.2910818571616281,-0.3547759769537556,-0.6151657374914222,0.561758252927891,-0.0011791663000142254,0.4041424098265876,0.4719338281785123,0.4181168072147082,0.1911207842760875,0.44668727561094856,0.4209190421107728,,0.3563165423305314,0.6898184024253114,0.7509284860535738,0.7073799705454913,0.7595207378521759,0.6509916621028916,0.6229358632907841,0.6449162182658587,0.6796920623920957,0.695831667302404,0.6893248761220389,0.6850498228891023,0.6837812483706547,0.7136695058941962,0.6984929266710889,0.6929618140998134,0.687878259481184
Spectral Centroid Overall Average,0.8529929603909412,-0.18685605143040895,0.4127029384414927,-0.015671118723320946,-0.049502589065855494,-0.04757855163483587,-0.0353354583094082,0.11584714622494091,0.00203358254684617,0.03619073788736745,0.7593626665788322,0.8182484373092626,0.5237103687820632,0.5236130502208278,0.6976888604164455,0.6996669526962399,0.12724875939166957,0.806277352541148,0.46917723718124393,0.6917267618250639,0.7588079082716225,0.7331709247241591,0.7505437411291183,0.722848789470219,0.7329081781037187,0.7463868775608108,0.76362802334203,0.7954700977439174,0.7993853740290995,0.7800851880716899,0.799479432383866,0.4879242956640833,0.6761161030855932,0.8389144458694195,0.8699677890907943,0.8792473467389884,0.8824673297168008,0.8739593323541809,0.8736032375041649,0.8674213939273221,,0.71169773346277,0.7571416814389157,0.7404324375750763,0.6446379035296013,0.6600658296393072,1.0,0.9966916636601623,0.5916767909740247,0.8428014767963448,0.6700375540490648,0.6735091282247665,0.6421642384435275,0.9695217020484649,0.8496960973319949,-0.08841169206296905,-0.45986033634679485,-0.6670174806496839,-0.6565436631438631,-0.5347529000378783,-0.6159785042877052,-0.12009043117918144,-0.509185166606899,-0.00950685249888088,-0.515678245251131,-0.290220320840989,-0.38374987231607105,-0.7777451945625368,0.8127605129312806,-0.4975297960237314,0.6565581619490775,0.6820220258554837,0.20806970563151433,0.06734202940682232,0.6862914545391636,0.6915039076157595,,0.7034044743400039,0.9673585751721111,0.9018338782717034,0.7342505644534932,0.8209323834604704,0.572493587294893,0.6517172779791108,0.6574881365529929,0.6509362337847237,0.6321988034625818,0.616398473400674,0.6383937564146452,0.637264886302764,0.6411929062998505,0.6559071478031542,0.6490837782633248,0.5897331233111865
Spectral Rolloff Point Overall Average,0.8481391559831146,-0.18325962192166437,0.4225814266255343,0.02426963851379288,-0.03946364946879918,-0.040842063698717394,-0.028095714539863006,0.10425790044785835,-0.0003789932756070034,0.04006153809838758,0.7575085631513013,0.8244695324587508,0.5210558937655384,0.5147845779570356,0.6991351373884268,0.7014517604450332,0.11993532547796372,0.8042903734577665,0.4614434699195775,0.6825480086218542,0.7503792887950422,0.7234634187870672,0.7417716827348313,0.7121590560717226,0.72172307288284,0.7377337016154414,0.7554847056987419,0.7856581719268125,0.7969670449855141,0.7723425697183697,0.7945698127514429,0.48264459433055934,0.6713880254791479,0.8357312042878309,0.8664567103075456,0.8773742021857198,0.8782849695319244,0.874114376832724,0.8728104239614799,0.8647779819888063,,0.7178579587587155,0.756480798279031,0.7456811962784863,0.6444112982157736,0.6608798837792882,0.9966916636601623,1.0,0.5904742331884647,0.83999202009101,0.6706265474128624,0.6743998607207898,0.6369671744023503,0.9682262348498671,0.8479307965511971,-0.08149336929499061,-0.4248719525180401,-0.6447558632720373,-0.6490645506116832,-0.503911299217257,-0.6100960657505042,-0.128029507130888,-0.5220404586566466,-0.022418393041086632,-0.5110693982838436,-0.32049528817561385,-0.4088550758447976,-0.775328291891704,0.8017573374125209,-0.5071883898515697,0.642281650560471,0.6853052464342971,0.22300330847394825,0.07487476996837215,0.6757712929317065,0.6738769485091451,,0.7077723004189114,0.970128076639195,0.9119953905935294,0.7381085861489705,0.8276989197004228,0.5735572232746731,0.6461441823938112,0.6560075340808453,0.6521180300423899,0.6334697045465942,0.6218582500780894,0.647558919136623,0.6450163523971807,0.6483456181353526,0.6646788321493434,0.6578919169440073,0.597438422250826
Spectral Flux Overall Average,0.5245709312807253,-0.5942680296241533,0.12866305585921223,0.016457480422354398,0.050056985423909545,0.25944826984049246,0.21587750500494773,0.15365942930420012,0.2757046106924642,0.07675328084949777,0.19559518628655426,0.29548451803900977,0.9737091693427808,0.08274072162136226,0.9322070467670968,0.9297265542159988,-0.1301612221985464,0.2810903224467516,0.00891832563502478,0.4415390123093025,0.5381928222000797,0.5096153436504378,0.5448458458907749,0.4951866387405215,0.6299801626602004,0.6447032335042483,0.6427154030056468,0.6628154276568723,0.7537055885062434,0.7262371101963333,0.6832302014914192,0.11423269934804464,0.3833922635920493,0.5781537970026729,0.5859067358289577,0.6403519329121278,0.6333932353001233,0.604790058046271,0.6170906804831091,0.5891817429034011,,0.8697394117247587,0.21211783797262918,0.3210273254920737,0.343041783769395,0.3171566396866804,0.5916767909740247,0.5904742331884647,1.0,0.7587309353024935,0.9589869612547881,0.9580589281814489,0.3034280990101259,0.6851635604049192,0.7658050352664564,0.0582668578502694,-0.5146494289579701,-0.7041939771651008,-0.69190466305917,-0.4599123943532971,-0.5520050086420382,0.0533789257544512,-0.3759745139431458,0.059476840811264316,-0.5366219520017744,-0.3210044492526961,-0.21813752727492208,-0.7573861313662621,0.7779862196845527,-0.3779156201574277,0.4367023125268579,0.6594232535005375,0.2064387416531999,0.10824123722231582,0.7219093063270857,0.7084766242768783,,0.9129679328993795,0.6852003484631517,0.6958276334134158,0.7579843486514147,0.7341597495654177,0.4609154087876321,0.4883408847110854,0.4727275050158362,0.4509301317794609,0.4217686595460792,0.41978956184725597,0.4672744003238912,0.46389477846122223,0.4406710167084702,0.45404928388997273,0.43772566424586773,0.4117983401736428
Compactness Overall Average,0.8442446032421503,-0.5032420687974124,0.048232601970853405,0.096806698507986,0.012861947962345919,0.009958124184679215,0.008829317141312033,0.0357710720479457,0.023754585338023812,0.012779581955885909,0.41961961513008933,0.5286414623888235,0.6863813627719131,0.42395369329969484,0.876615192846983,0.8763797522342012,-0.0020206352963421546,0.5118743148480293,0.33785381379550555,0.7394757120947222,0.8603153194965799,0.8210165011343761,0.8639935461628209,0.7972659734377653,0.8354726818702004,0.8630179739348539,0.8842306900180978,0.8945431068959014,0.9221044394857554,0.9058981189850426,0.9178535712562499,0.4571445709271035,0.6955235861659368,0.8931284596614407,0.8916768838440029,0.9123733930284713,0.9111477531633019,0.9072277406940401,0.9158764951693786,0.8970311123016681,,0.8733899155857129,0.4810035125319626,0.6170001139582053,0.6422753054999274,0.6236853460808682,0.8428014767963448,0.83999202009101,0.7587309353024935,1.0,0.8590777563858955,0.8620942978345426,0.5984573650008858,0.9219679144921361,0.9993247164048515,0.17995549362911223,-0.4852776477139991,-0.7797058058600159,-0.7906209233853623,-0.6272083251827988,-0.7837022787637327,-0.1532981129835395,-0.6335250385723032,-0.028243352001882282,-0.6475556245698257,-0.3849340834199867,-0.4541886597115444,-0.9923555872019104,0.9795389949201828,-0.526398688690299,0.7642172066930469,0.8844976996906699,0.3000732631649346,0.17498296245769604,0.8377048344868154,0.867539491274483,,0.8844754181987676,0.9385107629137597,0.9333336441074506,0.9281011979394728,0.9149999226597821,0.7135259924179401,0.7794906718994221,0.7666143218460856,0.7456142273735584,0.7323990866186321,0.7124902798264329,0.7464065770929257,0.7402028083264043,0.7447983699681467,0.7627712916160915,0.7451517517430973,0.7071724451418451
Spectral Variability Overall Average,0.5976802011948711,-0.6472147801815794,0.14878543205790062,0.06327260348062679,0.06062043624645695,0.23725039278336907,0.1846505987248505,0.10466324069842076,0.12181371845258869,0.07525623942132476,0.23520413588996575,0.34676077408961303,0.9054753815808568,0.10419904227015592,0.9743467564152685,0.9721528941015368,-0.14376176365183438,0.33027369497280956,0.021162148338014518,0.4864750529449118,0.6237350826426945,0.5961512662064472,0.6303275240067044,0.573284259368326,0.680922424222082,0.6966580609318566,0.7101081489404092,0.7360788081986211,0.8056159939328015,0.7820524095279977,0.7663328321211506,0.1481507066025791,0.44446069884714917,0.6598856715236842,0.6720627879934009,0.7206803401861913,0.7216906390327826,0.7090652703078554,0.7176922809944419,0.6869685622981869,,0.9187813294950147,0.2513624137961123,0.37131143180559084,0.39233703302488077,0.36063263179691335,0.6700375540490648,0.6706265474128624,0.9589869612547881,0.8590777563858955,1.0,0.9998643315894374,0.3537935856090528,0.7771003672263548,0.8629538332840666,0.11660800606807842,-0.5319538486830385,-0.7655733935452684,-0.7107682930083585,-0.5164619760825989,-0.6779080776153591,0.011152075454518656,-0.4506298200592319,0.045944719827108446,-0.6048322504967404,-0.38930314112123887,-0.3478777906785764,-0.852480608298366,0.8629822206030483,-0.4662095658782488,0.5421776177248985,0.7535888043900613,0.22297835150227235,0.0838231070505983,0.7380573201935231,0.7697112174901173,,0.9715070505258104,0.7751395088640836,0.7851247238268427,0.8272044859660191,0.8072702864906478,0.5318110140858663,0.5692377609581006,0.5423028820722954,0.5158024604161113,0.4959023816392855,0.48950266191651454,0.5440460654986539,0.5401782354231631,0.5331249607676782,0.5565396061020721,0.534415135596884,0.4943660460827286
Root Mean Square Overall Average,0.6001346575434561,-0.6491385081568368,0.14979447601504628,0.06749710922818203,0.05258591055325444,0.23427058456466188,0.18194001754403769,0.10131390508468353,0.12278362481423154,0.07035720101442772,0.23654012249932502,0.34859240725515284,0.9025582580530023,0.10567657529418242,0.9751928691757424,0.9733056112105565,-0.1440989465870536,0.3320812712982061,0.022836051185789557,0.4887008080375439,0.6256354625449292,0.5982772133447756,0.6338862010812525,0.5749514760251531,0.6822472668627889,0.6974877089125004,0.7120464807008288,0.7371944503379316,0.8074551336956975,0.7826306517361584,0.7676214955717147,0.14954511165236214,0.4456810218341307,0.6632532218453224,0.6756320769809517,0.7239606382453796,0.7246298587191038,0.7126983067214989,0.7210721639881131,0.6900141974627815,,0.9238868952037929,0.2527253888514781,0.3721937772144198,0.39248049900968074,0.3611554214910233,0.6735091282247665,0.6743998607207898,0.9580589281814489,0.8620942978345426,0.9998643315894374,1.0,0.3552003591130982,0.7813952916782688,0.8661104754373387,0.11383937452759174,-0.5312094172094718,-0.7664714581208466,-0.7166463143845307,-0.5156661830738374,-0.6795699124006828,0.009634067978778985,-0.4603984686208632,0.03814913007229143,-0.6111839567562758,-0.3924650354492749,-0.35012325570503455,-0.8553118759336998,0.8661577536542492,-0.4770776599710439,0.5491986966319828,0.7603308429991825,0.22305989669373408,0.08878073031363312,0.743119372085623,0.7739225652291453,,0.9750449313300384,0.7789994196239537,0.7875590606463503,0.8276573991234608,0.8074663179483648,0.5333617373952709,0.5732650771921002,0.5472983997618354,0.5198633837221655,0.49836370098087496,0.491247991748323,0.5459667125207698,0.5417009599998608,0.5343996642644587,0.5584279834564165,0.5358748169091477,0.49615607477603185
Fraction Of Low Energy Windows Overall Average,0.8409657788894505,0.22200683402517563,-0.10598966190443487,-0.03181443284746006,-0.03205333094898656,0.24917513936973684,-0.18503530382723155,-0.014382691231119335,-0.0018807872520862116,-0.04067719842718269,0.6424292998935514,0.684526190263416,0.2735888767813738,0.7808858139602866,0.38975046241753974,0.3897546664367828,0.6417485599782046,0.6135665871171085,0.7619247795326173,0.7582432524724013,0.7169636803664208,0.7260052123012566,0.7257231182027235,0.7482786923696084,0.7406077597800642,0.6913749121440839,0.7178146741330522,0.7025101457203394,0.6593764598537543,0.6768262502088144,0.691677135610524,0.7781235471619034,0.8162276083529756,0.772764929137025,0.739193731317452,0.7477249839447919,0.717581186519309,0.7105685471381642,0.7350928158174045,0.7497951151226231,,0.38430613353950077,0.7581935387172462,0.828838630790159,0.8014410382946097,0.8216775460525154,0.6421642384435275,0.6369671744023503,0.3034280990101259,0.5984573650008858,0.3537935856090528,0.3552003591130982,1.0,0.5914252019744123,0.6031185176702478,0.17944944614151853,-0.18653152676707005,-0.37374363215873335,-0.4271894157977101,-0.35615702074864203,-0.4179773163103325,-0.17971626135795543,-0.3196439623920579,-0.04977016425737819,-0.31049587653443095,-0.19531249824085573,-0.27756635678306896,-0.5892838573419258,0.5754482559423065,-0.11008085805544252,0.4650509177426392,0.46566664329487484,0.2708816832574833,0.20834909461708856,0.4786332280965036,0.4455544193967732,,0.3666191046208086,0.6507403860423702,0.6544413159910784,0.6095217841346243,0.6335933898183814,0.6221892805360408,0.6294576711964055,0.6436619118396918,0.6641167231549324,0.6808331173873146,0.6647690863274827,0.6632605511831315,0.6694866866690996,0.6820170312069189,0.6698468830631435,0.6666493726522026,0.6522390685394425
